title,author
Animal Farm The Graphic Novel,
Junji Ito's Cat Diary: Yon Mu,
Ghachar Ghochar,Vivek Shanbhag
Unclean Jobs for Women and Girls,Alissa Nutting
So You've Been Publicly Shamed,Jon Ronson
Very Good Lives,JK Rowling
Hatchet,Gary Paulson
Misery,Stephen King
An Absolutely Remarkable Thing,Hank Green
My Year of Rest and Relaxation,Ottessa Moshfegh
Zen in the Art of Writing,Ray Bradbury
The Book Thief,Marcus Zusak
Gideon the Ninth,Tamsyn Muir
The Flatshare,Beth O’Leary
A Good Man is Hard to Find,Flannery O’Connor
A Monster Calls,Patrick Ness
Anne of Green Gables,L.M. Montgomery
Landline,Rainbow Rowell
Golden Boy,Abigail Tarttelin
Keep the Aspidistra Flying,George Orwell
The Near Witch,Victoria Schwab  
The Dust of 100 Dogs,A.S. King
Miss Peregrine's Home for Peculiar Children,Ransom Riggs
The Outsider,Stephen King
My Year of Rest and Relaxation,Ottessa Moshfegh
Our Story: A Memoir of Love and Life in China,Rao Pingru
The Starless Sea,Erin Morgenstern
Pumpkinheads,Rainbow Rowell
Strange Planet,Nathan W Pyle
I Am The Messenger,Marcus Zusak
Illuminae,Amie Kaufman and Jay Kristoff
Sleeping Giants,Sylvain Neuvel
We Were Liars,E. Lockhart
The Martian,Andy Weir
Station Eleven,Emily St. John Mandel
1984,George Orwell
Wonder,R. J. Palacio
Everyone's a Aliebn When Ur a Aliebn Too,Jomny Sun
The Storied Life of A.J. Fikry,Gabrielle Zevin
The Long Walk,Stephen King
Practical Magic,Alice Hoffman
The Turn of the Screw,Henry James
Pumpkinheads,Rainbow Rowell
Tiny Beautiful Things,Cheryl Strayed
Anne of Green Gables illustrated,Brenna Thummler
The Outsider,Stephen King
Dark Matter,Blake Crouch
Seconds,Bryan Lee O'Malley
Giant Days,John Allison
Radio Silence,Alice Oseman
The Time Traveler's Wife,Audrey Niffenegger
Sheets,Brenna Thummler
"Red, White, and Royal Blue",Casey McQuiston
Skin and Other Stories,Roald Dahl
Tiny Beautiful Things,Cheryl Strayed
If You Find Me,Emily Mudoch
All We Shall Know,Donal Ryan
The Prince and the Dressmaker,Jen Wang
Practical Magic,Alice Hoffman
Hex Hall,Rachel Hawkins
Super Mutant Magic Academy,Jillian Tamaki
Ninth House,Leigh Bardugo
Pale Fire,Vladimir Nobokov
🔈Sadie,Courtney Summers
The Chestnut Man,Søren Sveistrup
The Testaments,Margaret Atwood
My Boyfriend is a Bear,Pamela Ribon
Sick Kids In Love,Hannah Moskowitz
Night Film,Marisha Pessl
A Little Something Different,Sally Hawkins
Fly on the Wall,E. Lockhart
Mr. Penumbra’s 24 Hour Bookstore,Robin Sloan
On Earth We’re Briefly Gorgeous,Ocean Vuong
